FIPS Code,County Name,State Name,Median MonthlyHousingCost,OwnerOccupied!Median MonthlyHousingCost,RenterOccupied!Median MonthlyHousingCost
17091,Kankakee County,Illinois,1143,1202,1075
17093,Kendall County,Illinois,1930,1976,1763
17095,Knox County,Illinois,782,814,725
17097,Lake County,Illinois,1721,1891,1434
17099,LaSalle County,Illinois,956,990,906
17101,Lawrence County,Illinois,688,607,810
17103,Lee County,Illinois,920,966,853
17105,Livingston County,Illinois,917,950,855
17107,Logan County,Illinois,851,907,804
17109,McDonough County,Illinois,784,832,730
17111,McHenry County,Illinois,1636,1724,1358
17113,McLean County,Illinois,1127,1251,992
17115,Macon County,Illinois,833,865,797
17117,Macoupin County,Illinois,817,830,789
17119,Madison County,Illinois,1057,1109,969
17121,Marion County,Illinois,776,785,771
17123,Marshall County,Illinois,822,858,767
17125,Mason County,Illinois,753,755,760
17127,Massac County,Illinois,784,786,793
17129,Menard County,Illinois,968,1053,780
17131,Mercer County,Illinois,879,947,757
17133,Monroe County,Illinois,1239,1383,996
17135,Montgomery County,Illinois,756,780,715
17137,Morgan County,Illinois,827,897,710
17139,Moultrie County,Illinois,830,853,773
17141,Ogle County,Illinois,999,1084,901
17143,Peoria County,Illinois,1000,1057,946
17145,Perry County,Illinois,699,692,714
17147,Piatt County,Illinois,1058,1098,950
17149,Pike County,Illinois,734,765,659
17151,Pope County,Illinois,627,675,438
17153,Pulaski County,Illinois,564,494,625
17155,Putnam County,Illinois,896,936,804
17157,Randolph County,Illinois,742,743,760
17159,Richland County,Illinois,717,698,754
17161,Rock Island County,Illinois,941,1004,863
17163,St. Clair County,Illinois,1100,1154,1032
17165,Saline County,Illinois,691,678,711
17167,Sangamon County,Illinois,1022,1082,954
17169,Schuyler County,Illinois,780,775,836
17171,Scott County,Illinois,693,708,669
17173,Shelby County,Illinois,785,792,762
17175,Stark County,Illinois,786,801,765
17177,Stephenson County,Illinois,830,877,764
17179,Tazewell County,Illinois,1013,1070,898
17181,Union County,Illinois,719,746,658
17183,Vermilion County,Illinois,728,663,802
17185,Wabash County,Illinois,730,697,774
17187,Warren County,Illinois,789,824,694
17189,Washington County,Illinois,881,920,776
17191,Wayne County,Illinois,743,795,632
17193,White County,Illinois,679,674,706
17195,Whiteside County,Illinois,836,853,808
17197,Will County,Illinois,1706,1789,1413
17199,Williamson County,Illinois,904,910,897
17201,Winnebago County,Illinois,1012,1034,986
17203,Woodford County,Illinois,1101,1154,907
18001,Adams County,Indiana,837,855,799
18003,Allen County,Indiana,984,992,976
18005,Bartholomew County,Indiana,1085,1061,1110
18007,Benton County,Indiana,856,864,834
18009,Blackford County,Indiana,658,682,635
18011,Boone County,Indiana,1480,1578,1283
18013,Brown County,Indiana,1022,1041,960
18015,Carroll County,Indiana,816,795,874
18017,Cass County,Indiana,750,729,778
18019,Clark County,Indiana,1071,1080,1058
18021,Clay County,Indiana,869,886,837
18023,Clinton County,Indiana,895,881,915
18025,Crawford County,Indiana,634,647,629
18027,Daviess County,Indiana,817,802,837
18029,Dearborn County,Indiana,1030,1110,848
18031,Decatur County,Indiana,889,938,828
18033,DeKalb County,Indiana,874,904,828
18035,Delaware County,Indiana,821,774,874
18037,Dubois County,Indiana,841,872,801
18039,Elkhart County,Indiana,989,967,1023
18041,Fayette County,Indiana,759,727,779
18043,Floyd County,Indiana,1071,1141,990
18045,Fountain County,Indiana,816,807,837
18047,Franklin County,Indiana,912,997,803
18049,Fulton County,Indiana,789,762,861
18051,Gibson County,Indiana,880,863,914
18053,Grant County,Indiana,786,776,799
18055,Greene County,Indiana,756,742,788
18057,Hamilton County,Indiana,1613,1702,1468
18059,Hancock County,Indiana,1203,1240,1121
18061,Harrison County,Indiana,932,956,861
18063,Hendricks County,Indiana,1369,1371,1364
18065,Henry County,Indiana,802,799,807
18067,Howard County,Indiana,876,847,915
18069,Huntington County,Indiana,903,919,866
18071,Jackson County,Indiana,901,867,946
18073,Jasper County,Indiana,947,953,926
18075,Jay County,Indiana,759,745,766
18077,Jefferson County,Indiana,865,866,865
18079,Jennings County,Indiana,885,877,906
18081,Johnson County,Indiana,1221,1230,1208
18083,Knox County,Indiana,768,752,782
18085,Kosciusko County,Indiana,966,955,995
18087,LaGrange County,Indiana,999,1071,816
18089,Lake County,Indiana,1103,1110,1094
18091,LaPorte County,Indiana,937,949,926
18093,Lawrence County,Indiana,841,865,800
18095,Madison County,Indiana,884,850,926
18097,Marion County,Indiana,1122,1144,1107
18099,Marshall County,Indiana,926,917,936
18101,Martin County,Indiana,699,758,643
18103,Miami County,Indiana,749,720,794
18105,Monroe County,Indiana,1134,1108,1151
18107,Montgomery County,Indiana,912,951,827
18109,Morgan County,Indiana,1069,1097,988
18111,Newton County,Indiana,960,969,927
18113,Noble County,Indiana,894,952,776
18115,Ohio County,Indiana,897,946,852
18117,Orange County,Indiana,825,816,838
18119,Owen County,Indiana,855,833,912
18121,Parke County,Indiana,737,743,731
18123,Perry County,Indiana,758,795,676
18125,Pike County,Indiana,770,779,676
18127,Porter County,Indiana,1225,1287,1146
18129,Posey County,Indiana,981,1051,744
18131,Pulaski County,Indiana,736,760,715
18133,Putnam County,Indiana,981,1074,883
18135,Randolph County,Indiana,743,748,741
18137,Ripley County,Indiana,900,964,799
18139,Rush County,Indiana,844,857,831
18141,St. Joseph County,Indiana,958,902,1030
18143,Scott County,Indiana,776,762,790
18145,Shelby County,Indiana,994,1022,956
18147,Spencer County,Indiana,876,933,697
18149,Starke County,Indiana,773,803,690
18151,Steuben County,Indiana,929,932,921
18153,Sullivan County,Indiana,816,818,813
18155,Switzerland County,Indiana,843,946,720
18157,Tippecanoe County,Indiana,1066,1030,1088
18159,Tipton County,Indiana,897,954,854
18161,Union County,Indiana,860,893,792
18163,Vanderburgh County,Indiana,963,963,964
18165,Vermillion County,Indiana,775,770,785
18167,Vigo County,Indiana,865,851,879
18169,Wabash County,Indiana,825,859,752
18171,Warren County,Indiana,857,864,815
18173,Warrick County,Indiana,1093,1127,1008
18175,Washington County,Indiana,830,875,760
18177,Wayne County,Indiana,824,836,813
18179,Wells County,Indiana,876,911,837
18181,White County,Indiana,883,904,853
18183,Whitley County,Indiana,953,993,867
19001,Adair County,Iowa,832,921,730
19003,Adams County,Iowa,784,752,909
19005,Allamakee County,Iowa,813,849,717
19007,Appanoose County,Iowa,784,800,779
19009,Audubon County,Iowa,693,683,707
19011,Benton County,Iowa,1065,1131,815
19013,Black Hawk County,Iowa,999,1043,962
19015,Boone County,Iowa,1046,1128,826
19017,Bremer County,Iowa,989,1037,844
19019,Buchanan County,Iowa,881,905,802
19021,Buena Vista County,Iowa,858,879,835
19023,Butler County,Iowa,875,902,780
19025,Calhoun County,Iowa,675,669,690
19027,Carroll County,Iowa,782,846,722
19029,Cass County,Iowa,779,781,769
19031,Cedar County,Iowa,1028,1099,860
19033,Cerro Gordo County,Iowa,866,886,840
19035,Cherokee County,Iowa,736,747,711
19037,Chickasaw County,Iowa,809,820,779
19039,Clarke County,Iowa,927,1084,836
19041,Clay County,Iowa,857,913,798
19043,Clayton County,Iowa,796,826,764
19045,Clinton County,Iowa,934,1005,825
19047,Crawford County,Iowa,794,865,727
19049,Dallas County,Iowa,1466,1672,1239
19051,Davis County,Iowa,951,1010,878
19053,Decatur County,Iowa,771,849,663
19055,Delaware County,Iowa,883,966,743
19057,Des Moines County,Iowa,921,930,908
19059,Dickinson County,Iowa,995,1026,930
19061,Dubuque County,Iowa,1060,1141,944
19063,Emmet County,Iowa,719,709,731
19065,Fayette County,Iowa,856,870,813
19067,Floyd County,Iowa,770,845,672
19069,Franklin County,Iowa,666,664,649
19071,Fremont County,Iowa,864,909,753
19073,Greene County,Iowa,819,844,774
19075,Grundy County,Iowa,938,1004,777
19077,Guthrie County,Iowa,921,958,823
19079,Hamilton County,Iowa,849,846,853
19081,Hancock County,Iowa,807,814,784
19083,Hardin County,Iowa,797,787,814
19085,Harrison County,Iowa,930,974,854
19087,Henry County,Iowa,856,897,770
19089,Howard County,Iowa,759,769,699
19091,Humboldt County,Iowa,760,789,731
19093,Ida County,Iowa,677,675,669
19095,Iowa County,Iowa,963,1121,722
19097,Jackson County,Iowa,841,867,800
19099,Jasper County,Iowa,918,1012,822
19101,Jefferson County,Iowa,900,915,881
19103,Johnson County,Iowa,1242,1483,1104
19105,Jones County,Iowa,913,983,759
19107,Keokuk County,Iowa,831,834,822
19109,Kossuth County,Iowa,802,749,859
19111,Lee County,Iowa,836,846,814
19113,Linn County,Iowa,1127,1232,915
19115,Louisa County,Iowa,844,872,797
19117,Lucas County,Iowa,822,857,738
19119,Lyon County,Iowa,909,962,802
19121,Madison County,Iowa,1280,1378,938
19123,Mahaska County,Iowa,849,865,821
19125,Marion County,Iowa,1008,1074,880
19127,Marshall County,Iowa,905,934,860
19129,Mills County,Iowa,1120,1241,888
19131,Mitchell County,Iowa,819,858,739
19133,Monona County,Iowa,752,726,795
19135,Monroe County,Iowa,870,900,787
19137,Montgomery County,Iowa,745,737,782
19139,Muscatine County,Iowa,1004,1030,966
19141,O'Brien County,Iowa,819,834,770
19143,Osceola County,Iowa,773,749,796
19145,Page County,Iowa,747,755,731
19147,Palo Alto County,Iowa,703,750,599
19149,Plymouth County,Iowa,905,942,865
19151,Pocahontas County,Iowa,672,644,743
19153,Polk County,Iowa,1262,1409,1113
19155,Pottawattamie County,Iowa,1061,1130,970
19157,Poweshiek County,Iowa,965,1060,864
19159,Ringgold County,Iowa,944,1074,745
19161,Sac County,Iowa,679,692,643
19163,Scott County,Iowa,1089,1195,958
19165,Shelby County,Iowa,893,925,810
19167,Sioux County,Iowa,1003,1090,888
19169,Story County,Iowa,1098,1245,1019
19171,Tama County,Iowa,884,891,865
19173,Taylor County,Iowa,761,776,707
19175,Union County,Iowa,782,822,683
19177,Van Buren County,Iowa,685,689,686
19179,Wapello County,Iowa,880,831,950
19181,Warren County,Iowa,1300,1386,975
19183,Washington County,Iowa,968,1063,862
19185,Wayne County,Iowa,711,737,660
19187,Webster County,Iowa,804,832,762
19189,Winnebago County,Iowa,735,776,712
19191,Winneshiek County,Iowa,963,1068,800
19193,Woodbury County,Iowa,984,1026,946
19195,Worth County,Iowa,781,821,703
19197,Wright County,Iowa,755,716,788
20001,Allen County,Kansas,698,706,685
20003,Anderson County,Kansas,857,866,792
20005,Atchison County,Kansas,807,841,756
20007,Barber County,Kansas,718,700,743
20009,Barton County,Kansas,757,771,742
20011,Bourbon County,Kansas,770,759,784
20013,Brown County,Kansas,666,668,675
20015,Butler County,Kansas,1148,1224,984
20017,Chase County,Kansas,644,649,758
20019,Chautauqua County,Kansas,618,596,713
20021,Cherokee County,Kansas,723,685,801
20023,Cheyenne County,Kansas,675,668,703
20025,Clark County,Kansas,724,702,771
20027,Clay County,Kansas,888,867,911
20029,Cloud County,Kansas,759,785,689
20031,Coffey County,Kansas,830,817,842
20033,Comanche County,Kansas,679,691,672
20035,Cowley County,Kansas,853,899,779
20037,Crawford County,Kansas,827,815,837
20039,Decatur County,Kansas,598,579,695
20041,Dickinson County,Kansas,882,907,809
20043,Doniphan County,Kansas,814,828,801
20045,Douglas County,Kansas,1205,1422,1066
20047,Edwards County,Kansas,562,515,732
20049,Elk County,Kansas,553,567,534
20051,Ellis County,Kansas,999,1101,899
20053,Ellsworth County,Kansas,752,807,705
20055,Finney County,Kansas,1026,1082,991
20057,Ford County,Kansas,898,836,960
20059,Franklin County,Kansas,1070,1206,949
20061,Geary County,Kansas,1135,1202,1119
20063,Gove County,Kansas,730,730,730
20065,Graham County,Kansas,729,718,726
20067,Grant County,Kansas,789,964,696
20069,Gray County,Kansas,862,885,833
20071,Greeley County,Kansas,763,678,915
20073,Greenwood County,Kansas,662,637,710
20075,Hamilton County,Kansas,772,759,778
20077,Harper County,Kansas,684,685,693
20079,Harvey County,Kansas,951,1047,891
20081,Haskell County,Kansas,855,912,776
20083,Hodgeman County,Kansas,695,663,900
20085,Jackson County,Kansas,979,1042,856
20087,Jefferson County,Kansas,989,1041,844
20089,Jewell County,Kansas,573,557,591
20091,Johnson County,Kansas,1590,1779,1385
20093,Kearny County,Kansas,964,901,1137
20095,Kingman County,Kansas,784,771,807
20097,Kiowa County,Kansas,720,713,728
20099,Labette County,Kansas,708,686,729
20101,Lane County,Kansas,539,583,497
20103,Leavenworth County,Kansas,1307,1419,1138
20105,Lincoln County,Kansas,677,742,604
20107,Linn County,Kansas,846,886,682
20109,Logan County,Kansas,825,868,796
20111,Lyon County,Kansas,873,998,796
20113,McPherson County,Kansas,1005,1066,889
20115,Marion County,Kansas,758,780,727
20117,Marshall County,Kansas,723,758,670
20119,Meade County,Kansas,781,766,799
20121,Miami County,Kansas,1284,1438,1101
20123,Mitchell County,Kansas,800,859,653
20125,Montgomery County,Kansas,758,752,759
20127,Morris County,Kansas,764,825,711
20129,Morton County,Kansas,664,698,637
20131,Nemaha County,Kansas,751,762,726
20133,Neosho County,Kansas,742,814,650
20135,Ness County,Kansas,685,686,653
20137,Norton County,Kansas,682,688,642
20139,Osage County,Kansas,910,996,810
20141,Osborne County,Kansas,588,585,591
20143,Ottawa County,Kansas,891,949,738
20145,Pawnee County,Kansas,816,827,806
20147,Phillips County,Kansas,672,690,621
20149,Pottawatomie County,Kansas,1082,1104,1011
20151,Pratt County,Kansas,822,838,810
20153,Rawlins County,Kansas,720,680,823
20155,Reno County,Kansas,882,907,857
20157,Republic County,Kansas,597,579,638
20159,Rice County,Kansas,733,742,717
20161,Riley County,Kansas,1108,1238,1065
20163,Rooks County,Kansas,688,695,679
20165,Rush County,Kansas,611,597,700
20167,Russell County,Kansas,759,822,722
20169,Saline County,Kansas,942,988,915
20171,Scott County,Kansas,954,987,861
20173,Sedgwick County,Kansas,1030,1099,977
20175,Seward County,Kansas,910,883,924
20177,Shawnee County,Kansas,1004,1030,970
20179,Sheridan County,Kansas,711,761,663
20181,Sherman County,Kansas,859,871,852
20183,Smith County,Kansas,649,665,601
20185,Stafford County,Kansas,706,740,613
20187,Stanton County,Kansas,619,571,691
20189,Stevens County,Kansas,837,776,930
20191,Sumner County,Kansas,877,889,829
20193,Thomas County,Kansas,810,898,753
20195,Trego County,Kansas,664,637,694
20197,Wabaunsee County,Kansas,898,957,771
20199,Wallace County,Kansas,626,679,578
20201,Washington County,Kansas,646,714,547
20203,Wichita County,Kansas,730,717,738
20205,Wilson County,Kansas,735,758,727
20207,Woodson County,Kansas,595,591,597
20209,Wyandotte County,Kansas,1063,1054,1070
21001,Adair County,Kentucky,628,550,775
21003,Allen County,Kentucky,688,665,750
21005,Anderson County,Kentucky,917,954,870
21007,Ballard County,Kentucky,806,784,826
21009,Barren County,Kentucky,789,798,784
21011,Bath County,Kentucky,711,804,600
21013,Bell County,Kentucky,445,391,617
21015,Boone County,Kentucky,1294,1313,1253
21017,Bourbon County,Kentucky,866,985,745
21019,Boyd County,Kentucky,847,854,839
21021,Boyle County,Kentucky,818,880,770
21023,Bracken County,Kentucky,801,844,748
21025,Breathitt County,Kentucky,474,450,543
21027,Breckinridge County,Kentucky,668,623,730
21029,Bullitt County,Kentucky,1118,1161,973
21031,Butler County,Kentucky,583,549,688
21033,Caldwell County,Kentucky,696,646,724
21035,Calloway County,Kentucky,793,750,828
21037,Campbell County,Kentucky,1153,1217,1079
21039,Carlisle County,Kentucky,675,678,792
21041,Carroll County,Kentucky,787,690,853
21043,Carter County,Kentucky,601,559,701
21045,Casey County,Kentucky,519,468,645
21047,Christian County,Kentucky,956,853,999
21049,Clark County,Kentucky,969,1049,883
21051,Clay County,Kentucky,498,456,698
21053,Clinton County,Kentucky,561,508,629
21055,Crittenden County,Kentucky,534,495,618
21057,Cumberland County,Kentucky,521,485,553
21059,Daviess County,Kentucky,933,964,906
21061,Edmonson County,Kentucky,592,516,739
21063,Elliott County,Kentucky,557,589,427
21065,Estill County,Kentucky,627,607,689
21067,Fayette County,Kentucky,1160,1255,1101
21069,Fleming County,Kentucky,587,560,677
21071,Floyd County,Kentucky,577,539,713
21073,Franklin County,Kentucky,960,982,946
21075,Fulton County,Kentucky,567,560,542
21077,Gallatin County,Kentucky,777,699,858
21079,Garrard County,Kentucky,866,891,793
21081,Grant County,Kentucky,808,750,855
21083,Graves County,Kentucky,729,741,713
21085,Grayson County,Kentucky,654,648,653
21087,Green County,Kentucky,579,559,612
21089,Greenup County,Kentucky,744,690,836
21091,Hancock County,Kentucky,738,726,752
21093,Hardin County,Kentucky,965,988,947
21095,Harlan County,Kentucky,497,439,651
21097,Harrison County,Kentucky,777,807,755
21099,Hart County,Kentucky,689,691,692
21101,Henderson County,Kentucky,830,876,794
21103,Henry County,Kentucky,950,1001,871
21105,Hickman County,Kentucky,628,585,717
21107,Hopkins County,Kentucky,754,693,841
21109,Jackson County,Kentucky,548,514,758
21111,Jefferson County,Kentucky,1142,1192,1097
21113,Jessamine County,Kentucky,1092,1147,994
21115,Johnson County,Kentucky,660,594,698
21117,Kenton County,Kentucky,1160,1262,1018
21119,Knott County,Kentucky,475,425,731
21121,Knox County,Kentucky,541,492,631
21123,Larue County,Kentucky,875,918,816
21125,Laurel County,Kentucky,725,647,789
21127,Lawrence County,Kentucky,579,526,729
21129,Lee County,Kentucky,491,471,593
21131,Leslie County,Kentucky,443,452,520
21133,Letcher County,Kentucky,520,473,651
21135,Lewis County,Kentucky,539,493,757
21137,Lincoln County,Kentucky,661,597,730
21139,Livingston County,Kentucky,626,591,912
21141,Logan County,Kentucky,747,778,719
21143,Lyon County,Kentucky,767,762,809
21145,McCracken County,Kentucky,857,851,861
21147,McCreary County,Kentucky,514,472,588
21149,McLean County,Kentucky,662,697,602
21151,Madison County,Kentucky,933,1075,851
21153,Magoffin County,Kentucky,509,473,633
21155,Marion County,Kentucky,744,741,731
21157,Marshall County,Kentucky,789,804,773
21159,Martin County,Kentucky,429,438,441
21161,Mason County,Kentucky,716,712,724
21163,Meade County,Kentucky,936,893,976
21165,Menifee County,Kentucky,496,464,634
21167,Mercer County,Kentucky,825,848,802
21169,Metcalfe County,Kentucky,552,558,549
21171,Monroe County,Kentucky,628,623,629
21173,Montgomery County,Kentucky,818,846,796
21175,Morgan County,Kentucky,617,596,670
21177,Muhlenberg County,Kentucky,675,650,712
21179,Nelson County,Kentucky,938,944,932
21181,Nicholas County,Kentucky,638,633,654
21183,Ohio County,Kentucky,646,620,774
21185,Oldham County,Kentucky,1565,1665,1142
21187,Owen County,Kentucky,728,736,775
21189,Owsley County,Kentucky,417,409,551
21191,Pendleton County,Kentucky,814,827,800
21193,Perry County,Kentucky,599,548,795
21195,Pike County,Kentucky,583,540,837
21197,Powell County,Kentucky,706,666,743
21199,Pulaski County,Kentucky,760,687,835
21201,Robertson County,Kentucky,702,742,543
21203,Rockcastle County,Kentucky,518,457,678
21205,Rowan County,Kentucky,766,707,815
21207,Russell County,Kentucky,600,562,660
21209,Scott County,Kentucky,1267,1314,1181
21211,Shelby County,Kentucky,1150,1272,998
21213,Simpson County,Kentucky,966,943,1011
21215,Spencer County,Kentucky,1319,1410,954
21217,Taylor County,Kentucky,695,697,691
21219,Todd County,Kentucky,766,741,841
21221,Trigg County,Kentucky,784,777,802
21223,Trimble County,Kentucky,778,712,935
21225,Union County,Kentucky,718,644,787
21227,Warren County,Kentucky,1009,1094,963
21229,Washington County,Kentucky,786,803,696
21231,Wayne County,Kentucky,575,514,666
21233,Webster County,Kentucky,664,577,774
21235,Whitley County,Kentucky,649,539,720
21237,Wolfe County,Kentucky,449,391,507
21239,Woodford County,Kentucky,1033,1058,1000
22001,Acadia Parish,Louisiana,610,553,725
22003,Allen Parish,Louisiana,491,440,739
22005,Ascension Parish,Louisiana,1312,1320,1283
22007,Assumption Parish,Louisiana,571,533,801
22009,Avoyelles Parish,Louisiana,661,575,739
22011,Beauregard Parish,Louisiana,652,562,882
22013,Bienville Parish,Louisiana,438,405,600
22015,Bossier Parish,Louisiana,1124,1084,1168
22017,Caddo Parish,Louisiana,947,922,962
22019,Calcasieu Parish,Louisiana,966,823,1096
22021,Caldwell Parish,Louisiana,598,506,756
22023,Cameron Parish,Louisiana,679,652,-666666666
22025,Catahoula Parish,Louisiana,592,543,724
22027,Claiborne Parish,Louisiana,419,370,619
22029,Concordia Parish,Louisiana,594,541,774
22031,De Soto Parish,Louisiana,662,619,719
22033,East Baton Rouge Parish,Louisiana,1146,1185,1121
22035,East Carroll Parish,Louisiana,648,509,767
22037,East Feliciana Parish,Louisiana,661,631,745
22039,Evangeline Parish,Louisiana,630,597,663
22041,Franklin Parish,Louisiana,616,541,719
22043,Grant Parish,Louisiana,599,561,806
22045,Iberia Parish,Louisiana,778,688,891
22047,Iberville Parish,Louisiana,746,736,817
22049,Jackson Parish,Louisiana,568,482,719
22051,Jefferson Parish,Louisiana,1128,1070,1162
22053,Jefferson Davis Parish,Louisiana,723,596,847
22055,Lafayette Parish,Louisiana,1051,1083,1022
22057,Lafourche Parish,Louisiana,765,706,933
22059,LaSalle Parish,Louisiana,666,693,576
22061,Lincoln Parish,Louisiana,757,632,821
22063,Livingston Parish,Louisiana,1083,1077,1102
22065,Madison Parish,Louisiana,569,477,625
22067,Morehouse Parish,Louisiana,659,506,795
22069,Natchitoches Parish,Louisiana,720,664,767
22071,Orleans Parish,Louisiana,1274,1404,1211
22073,Ouachita Parish,Louisiana,903,868,923
22075,Plaquemines Parish,Louisiana,1213,902,1611
22077,Pointe Coupee Parish,Louisiana,642,581,794
22079,Rapides Parish,Louisiana,882,798,942
22081,Red River Parish,Louisiana,581,560,731
22083,Richland Parish,Louisiana,712,590,836
22085,Sabine Parish,Louisiana,559,535,664
22087,St. Bernard Parish,Louisiana,962,850,1083
22089,St. Charles Parish,Louisiana,1217,1270,1144
22091,St. Helena Parish,Louisiana,459,434,802
22093,St. James Parish,Louisiana,710,700,821
22095,St. John the Baptist Parish,Louisiana,1043,1014,1118
22097,St. Landry Parish,Louisiana,603,490,742
22099,St. Martin Parish,Louisiana,667,574,865
22101,St. Mary Parish,Louisiana,687,552,839
22103,St. Tammany Parish,Louisiana,1310,1313,1305
22105,Tangipahoa Parish,Louisiana,927,872,974
22107,Tensas Parish,Louisiana,543,546,613
22109,Terrebonne Parish,Louisiana,935,829,1010
22111,Union Parish,Louisiana,563,490,758
22113,Vermilion Parish,Louisiana,711,582,802
22115,Vernon Parish,Louisiana,900,593,1038
22117,Washington Parish,Louisiana,586,469,772
22119,Webster Parish,Louisiana,630,530,777
22121,West Baton Rouge Parish,Louisiana,1006,995,1021
22123,West Carroll Parish,Louisiana,496,445,692
22125,West Feliciana Parish,Louisiana,950,909,998
22127,Winn Parish,Louisiana,502,436,640
23001,Androscoggin County,Maine,1115,1268,966
23003,Aroostook County,Maine,752,762,736
23005,Cumberland County,Maine,1559,1609,1492
23007,Franklin County,Maine,797,811,759
23009,Hancock County,Maine,1050,1068,1000
23011,Kennebec County,Maine,1022,1073,952
23013,Knox County,Maine,1186,1246,1079
23015,Lincoln County,Maine,1102,1128,1003
23017,Oxford County,Maine,850,875,807
23019,Penobscot County,Maine,982,968,997
23021,Piscataquis County,Maine,766,738,807
23023,Sagadahoc County,Maine,1311,1437,1050
23025,Somerset County,Maine,814,782,887
23027,Waldo County,Maine,1009,1022,969
23029,Washington County,Maine,728,724,768
23031,York County,Maine,1396,1470,1239
24001,Allegany County,Maryland,811,830,786
24003,Anne Arundel County,Maryland,2030,2051,1990
24005,Baltimore County,Maryland,1575,1594,1566
24009,Calvert County,Maryland,1971,2031,1701
24011,Caroline County,Maryland,1213,1314,1070
24013,Carroll County,Maryland,1777,1920,1370
24015,Cecil County,Maryland,1505,1596,1367
24017,Charles County,Maryland,2098,2170,1897
24019,Dorchester County,Maryland,1015,1090,959
24021,Frederick County,Maryland,1914,2033,1706
24023,Garrett County,Maryland,833,874,710
24025,Harford County,Maryland,1631,1680,1557
24027,Howard County,Maryland,2257,2458,2038
24029,Kent County,Maryland,1290,1408,1144
24031,Montgomery County,Maryland,2175,2329,2030
24033,Prince George's County,Maryland,1935,2160,1761
24035,Queen Anne's County,Maryland,1862,1961,1611
24037,St. Mary's County,Maryland,1802,1884,1692
24039,Somerset County,Maryland,954,977,938
24041,Talbot County,Maryland,1490,1580,1248
24043,Washington County,Maryland,1175,1268,1100
24045,Wicomico County,Maryland,1241,1245,1238
24047,Worcester County,Maryland,1320,1378,1180
24510,Baltimore city,Maryland,1333,1402,1290
25001,Barnstable County,Massachusetts,1685,1717,1596
25003,Berkshire County,Massachusetts,1229,1364,1042
25005,Bristol County,Massachusetts,1467,1840,1181
25007,Dukes County,Massachusetts,2079,2379,1371
25009,Essex County,Massachusetts,1975,2317,1673
25011,Franklin County,Massachusetts,1268,1349,1169
25013,Hampden County,Massachusetts,1309,1525,1105
25015,Hampshire County,Massachusetts,1496,1640,1332
25017,Middlesex County,Massachusetts,2292,2480,2126
25019,Nantucket County,Massachusetts,3034,3203,2070
25021,Norfolk County,Massachusetts,2314,2524,2072
25023,Plymouth County,Massachusetts,2038,2220,1655
25025,Suffolk County,Massachusetts,2147,2354,2069
25027,Worcester County,Massachusetts,1645,1899,1347
26001,Alcona County,Michigan,703,686,790
26003,Alger County,Michigan,735,766,712
26005,Allegan County,Michigan,1078,1082,1065
26007,Alpena County,Michigan,674,681,660
26009,Antrim County,Michigan,945,952,920
26011,Arenac County,Michigan,714,709,741
26013,Baraga County,Michigan,670,721,557
26015,Barry County,Michigan,1063,1095,955
26017,Bay County,Michigan,820,825,809
26019,Benzie County,Michigan,1027,1035,974
26021,Berrien County,Michigan,959,987,923
26023,Branch County,Michigan,852,837,900
26025,Calhoun County,Michigan,927,918,937
26027,Cass County,Michigan,955,995,870
26029,Charlevoix County,Michigan,1044,1081,929
26031,Cheboygan County,Michigan,800,793,822
26033,Chippewa County,Michigan,799,805,793
26035,Clare County,Michigan,713,706,743
26037,Clinton County,Michigan,1162,1202,1039
26039,Crawford County,Michigan,777,763,825
26041,Delta County,Michigan,750,762,698
26043,Dickinson County,Michigan,747,750,744
26045,Eaton County,Michigan,1101,1139,1042
26047,Emmet County,Michigan,1064,1081,1033
26049,Genesee County,Michigan,967,992,936
26051,Gladwin County,Michigan,776,794,689
26053,Gogebic County,Michigan,636,660,577
26055,Grand Traverse County,Michigan,1180,1170,1215
26057,Gratiot County,Michigan,875,912,808
26059,Hillsdale County,Michigan,829,850,801
26061,Houghton County,Michigan,759,752,767
26063,Huron County,Michigan,704,688,743
26065,Ingham County,Michigan,1106,1161,1058
26067,Ionia County,Michigan,947,1000,840
26069,Iosco County,Michigan,642,629,659
26071,Iron County,Michigan,642,661,510
26073,Isabella County,Michigan,892,931,863
26075,Jackson County,Michigan,950,946,958
26077,Kalamazoo County,Michigan,1103,1162,1049
26079,Kalkaska County,Michigan,856,866,767
26081,Kent County,Michigan,1179,1181,1176
26083,Keweenaw County,Michigan,683,686,679
26085,Lake County,Michigan,766,729,863
26087,Lapeer County,Michigan,1075,1105,959
26089,Leelanau County,Michigan,1203,1199,1223
26091,Lenawee County,Michigan,999,1019,965
26093,Livingston County,Michigan,1442,1502,1236
26095,Luce County,Michigan,709,685,799
26097,Mackinac County,Michigan,772,766,761
26099,Macomb County,Michigan,1184,1191,1175
26101,Manistee County,Michigan,793,784,820
26103,Marquette County,Michigan,896,873,923
26105,Mason County,Michigan,853,863,840
26107,Mecosta County,Michigan,817,782,867
26109,Menominee County,Michigan,670,664,675
26111,Midland County,Michigan,991,1003,974
26113,Missaukee County,Michigan,858,868,838
26115,Monroe County,Michigan,1086,1119,1017
26117,Montcalm County,Michigan,893,908,867
26119,Montmorency County,Michigan,722,705,811
26121,Muskegon County,Michigan,932,917,960
26123,Newaygo County,Michigan,870,868,882
26125,Oakland County,Michigan,1416,1483,1319
26127,Oceana County,Michigan,821,836,768
