FIPS Code,County Name,State Name,Total Population,Median Age,Sex Ratio
15001,Hawaii County,Hawaii,203684,44.1,98.9
15003,Honolulu County,Hawaii,1003666,39.4,102.2
15005,Kalawao County,Hawaii,43,39.9,207.1
15007,Kauai County,Hawaii,73610,42.7,99.4
15009,Maui County,Hawaii,164632,42.9,99.5
16001,Ada County,Idaho,508052,38.3,101.5
16003,Adams County,Idaho,4599,54.3,105.3
16005,Bannock County,Idaho,88457,35.0,100.8
16007,Bear Lake County,Idaho,6552,40.2,103.1
16009,Benewah County,Idaho,9913,46.0,105.2
16011,Bingham County,Idaho,48993,34.8,100.8
16013,Blaine County,Idaho,24579,45.5,110.8
16015,Boise County,Idaho,8045,53.5,103.2
16017,Bonner County,Idaho,49456,48.2,100.1
16019,Bonneville County,Idaho,127056,33.3,100.6
16021,Boundary County,Idaho,12695,42.8,104.7
16023,Butte County,Idaho,2654,39.2,104.2
16025,Camas County,Idaho,1155,34.9,88.4
16027,Canyon County,Idaho,242405,34.8,99.4
16029,Caribou County,Idaho,7118,38.0,106.3
16031,Cassia County,Idaho,25165,33.1,105.6
16033,Clark County,Idaho,776,33.4,113.8
16035,Clearwater County,Idaho,8921,52.0,122.7
16037,Custer County,Idaho,4411,59.5,108.7
16039,Elmore County,Idaho,29046,32.5,114.3
16041,Franklin County,Idaho,14715,32.5,106.7
16043,Fremont County,Idaho,13701,39.9,107.4
16045,Gem County,Idaho,19854,42.8,103.9
16047,Gooding County,Idaho,15740,38.4,101.9
16049,Idaho County,Idaho,17120,49.6,109.6
16051,Jefferson County,Idaho,32234,32.3,105.4
16053,Jerome County,Idaho,24788,33.6,106.7
16055,Kootenai County,Idaho,177736,40.8,99.5
16057,Latah County,Idaho,40315,30.7,105.2
16059,Lemhi County,Idaho,8166,53.1,103.4
16061,Lewis County,Idaho,3649,48.9,100.2
16063,Lincoln County,Idaho,5276,37.2,109.6
16065,Madison County,Idaho,53578,21.4,82.3
16067,Minidoka County,Idaho,21922,34.5,105.1
16069,Nez Perce County,Idaho,42477,40.9,98.5
16071,Oneida County,Idaho,4681,40.2,96.8
16073,Owyhee County,Idaho,12284,38.3,107.5
16075,Payette County,Idaho,26190,38.8,100.0
16077,Power County,Idaho,8018,33.9,107.5
16079,Shoshone County,Idaho,13580,45.1,99.2
16081,Teton County,Idaho,12101,39.8,104.1
16083,Twin Falls County,Idaho,92121,35.8,98.7
16085,Valley County,Idaho,12136,49.0,111.3
16087,Washington County,Idaho,10866,44.6,97.6
17001,Adams County,Illinois,65166,41.1,96.3
17003,Alexander County,Illinois,5042,45.8,95.5
17005,Bond County,Illinois,16627,40.4,114.3
17007,Boone County,Illinois,53316,39.5,100.1
17009,Brown County,Illinois,6320,40.9,166.1
17011,Bureau County,Illinois,33027,44.1,98.0
17013,Calhoun County,Illinois,4406,48.5,106.5
17015,Carroll County,Illinois,15621,44.9,119.3
17017,Cass County,Illinois,12826,38.1,95.7
17019,Champaign County,Illinois,206098,30.9,99.0
17021,Christian County,Illinois,33684,42.7,107.9
17023,Clark County,Illinois,15328,42.0,100.1
17025,Clay County,Illinois,13173,41.5,100.3
17027,Clinton County,Illinois,36899,41.4,107.7
17029,Coles County,Illinois,46689,38.2,96.8
17031,Cook County,Illinois,5185812,37.8,95.3
17033,Crawford County,Illinois,18588,42.4,112.8
17035,Cumberland County,Illinois,10378,42.3,106.2
17037,DeKalb County,Illinois,100512,32.6,99.0
17039,De Witt County,Illinois,15461,44.0,100.9
17041,Douglas County,Illinois,19686,38.9,97.8
17043,DuPage County,Illinois,927263,40.0,98.0
17045,Edgar County,Illinois,16637,46.4,96.4
17047,Edwards County,Illinois,6118,44.6,96.3
17049,Effingham County,Illinois,34505,39.5,101.8
17051,Fayette County,Illinois,21380,41.7,110.3
17053,Ford County,Illinois,13396,42.5,99.8
17055,Franklin County,Illinois,37541,43.4,99.1
17057,Fulton County,Illinois,33259,43.7,108.8
17059,Gallatin County,Illinois,4857,47.3,100.0
17061,Greene County,Illinois,11837,43.1,101.1
17063,Grundy County,Illinois,52920,38.6,101.3
17065,Hamilton County,Illinois,7972,43.5,101.5
17067,Hancock County,Illinois,17434,46.3,102.3
17069,Hardin County,Illinois,3623,55.0,105.4
17071,Henderson County,Illinois,6284,49.8,101.5
17073,Henry County,Illinois,48948,43.4,98.3
17075,Iroquois County,Illinois,26746,44.4,97.6
17077,Jackson County,Illinois,52706,32.9,97.5
17079,Jasper County,Illinois,9233,44.2,102.8
17081,Jefferson County,Illinois,36808,41.1,106.1
17083,Jersey County,Illinois,21336,43.2,95.0
17085,Jo Daviess County,Illinois,21918,50.9,101.4
17087,Johnson County,Illinois,13350,42.7,132.4
17089,Kane County,Illinois,516097,38.6,100.3
17091,Kankakee County,Illinois,106833,39.0,98.0
17093,Kendall County,Illinois,135053,36.0,99.6
17095,Knox County,Illinois,49294,42.4,104.4
17097,Lake County,Illinois,711885,38.9,101.2
17099,LaSalle County,Illinois,109049,42.1,103.6
17101,Lawrence County,Illinois,15137,40.6,127.7
17103,Lee County,Illinois,34058,43.0,111.8
17105,Livingston County,Illinois,35659,41.9,105.4
17107,Logan County,Illinois,27870,40.5,99.6
17109,McDonough County,Illinois,27102,35.1,97.1
17111,McHenry County,Illinois,311366,40.4,100.2
17113,McLean County,Illinois,170882,34.2,95.7
17115,Macon County,Illinois,102591,40.9,92.2
17117,Macoupin County,Illinois,44566,44.3,98.1
17119,Madison County,Illinois,264631,40.2,95.8
17121,Marion County,Illinois,37294,41.3,96.7
17123,Marshall County,Illinois,11715,45.9,101.3
17125,Mason County,Illinois,12878,45.5,97.4
17127,Massac County,Illinois,13958,45.0,95.2
17129,Menard County,Illinois,12169,42.8,95.9
17131,Mercer County,Illinois,15619,44.5,101.9
17133,Monroe County,Illinois,34969,42.5,101.5
17135,Montgomery County,Illinois,28078,42.6,112.8
17137,Morgan County,Illinois,32621,41.5,99.0
17139,Moultrie County,Illinois,14469,40.4,97.5
17141,Ogle County,Illinois,51536,42.0,99.7
17143,Peoria County,Illinois,179831,38.1,95.1
17145,Perry County,Illinois,20810,42.2,117.4
17147,Piatt County,Illinois,16702,42.5,98.6
17149,Pike County,Illinois,14625,42.9,99.5
17151,Pope County,Illinois,3757,50.8,107.0
17153,Pulaski County,Illinois,5074,42.7,105.2
17155,Putnam County,Illinois,5600,47.2,106.6
17157,Randolph County,Illinois,30142,43.0,118.3
17159,Richland County,Illinois,15675,42.5,99.2
17161,Rock Island County,Illinois,142995,40.3,98.0
17163,St. Clair County,Illinois,254777,39.5,94.2
17165,Saline County,Illinois,23387,43.2,96.3
17167,Sangamon County,Illinois,195217,40.8,93.4
17169,Schuyler County,Illinois,6826,48.8,122.3
17171,Scott County,Illinois,4847,44.3,103.9
17173,Shelby County,Illinois,20867,45.5,99.0
17175,Stark County,Illinois,5324,44.6,99.9
17177,Stephenson County,Illinois,44042,45.2,95.4
17179,Tazewell County,Illinois,130555,41.7,98.3
17181,Union County,Illinois,16972,44.3,103.5
17183,Vermilion County,Illinois,73179,41.2,100.1
17185,Wabash County,Illinois,11199,43.0,96.5
17187,Warren County,Illinois,16576,38.7,100.6
17189,Washington County,Illinois,13682,44.2,103.4
17191,Wayne County,Illinois,15994,43.1,100.1
17193,White County,Illinois,13708,44.4,97.7
17195,Whiteside County,Illinois,55192,43.4,100.5
17197,Will County,Illinois,698450,38.9,99.5
17199,Williamson County,Illinois,66902,41.4,101.1
17201,Winnebago County,Illinois,283289,39.7,96.1
17203,Woodford County,Illinois,38348,40.5,100.8
18001,Adams County,Indiana,35995,33.2,100.1
18003,Allen County,Indiana,388791,36.2,96.9
18005,Bartholomew County,Indiana,82881,37.7,102.4
18007,Benton County,Indiana,8708,40.3,105.2
18009,Blackford County,Indiana,12007,44.0,95.8
18011,Boone County,Indiana,72827,38.3,99.4
18013,Brown County,Indiana,15543,50.9,100.1
18015,Carroll County,Indiana,20443,42.9,103.5
18017,Cass County,Indiana,37703,41.1,99.8
18019,Clark County,Indiana,122800,39.8,96.6
18021,Clay County,Indiana,26431,41.2,98.1
18023,Clinton County,Indiana,32967,36.5,99.7
18025,Crawford County,Indiana,10494,45.6,101.8
18027,Daviess County,Indiana,33442,34.7,99.5
18029,Dearborn County,Indiana,50828,41.8,99.6
18031,Decatur County,Indiana,26411,40.4,100.1
18033,DeKalb County,Indiana,43584,38.4,99.6
18035,Delaware County,Indiana,112109,35.7,93.6
18037,Dubois County,Indiana,43563,40.1,101.3
18039,Elkhart County,Indiana,206868,35.5,98.5
18041,Fayette County,Indiana,23390,43.9,97.7
18043,Floyd County,Indiana,80512,40.1,95.7
18045,Fountain County,Indiana,16546,42.8,100.5
18047,Franklin County,Indiana,22929,42.3,98.9
18049,Fulton County,Indiana,20411,42.2,102.4
18051,Gibson County,Indiana,32986,40.8,103.1
18053,Grant County,Indiana,66377,39.3,92.5
18055,Greene County,Indiana,30954,43.1,103.3
18057,Hamilton County,Indiana,357176,38.0,96.7
18059,Hancock County,Indiana,82013,40.2,99.6
18061,Harrison County,Indiana,39785,43.0,101.3
18063,Hendricks County,Indiana,179379,38.6,100.9
18065,Henry County,Indiana,48896,42.1,111.6
18067,Howard County,Indiana,83610,41.0,94.4
18069,Huntington County,Indiana,36757,40.8,100.5
18071,Jackson County,Indiana,46319,38.8,104.1
18073,Jasper County,Indiana,33198,41.4,99.2
18075,Jay County,Indiana,20281,39.6,101.3
18077,Jefferson County,Indiana,33074,41.6,92.6
18079,Jennings County,Indiana,27584,40.1,103.3
18081,Johnson County,Indiana,163983,38.1,98.2
18083,Knox County,Indiana,36108,39.1,103.3
18085,Kosciusko County,Indiana,80357,39.0,100.1
18087,LaGrange County,Indiana,40596,32.5,103.4
18089,Lake County,Indiana,498990,39.6,94.8
18091,LaPorte County,Indiana,112141,40.8,107.6
18093,Lawrence County,Indiana,45077,43.5,97.5
18095,Madison County,Indiana,130949,40.8,101.7
18097,Marion County,Indiana,971822,34.3,93.9
18099,Marshall County,Indiana,46225,39.6,102.4
18101,Martin County,Indiana,9854,41.8,106.1
18103,Miami County,Indiana,35772,41.0,118.4
18105,Monroe County,Indiana,139822,31.4,99.4
18107,Montgomery County,Indiana,38155,40.0,103.8
18109,Morgan County,Indiana,72202,41.6,99.3
18111,Newton County,Indiana,13859,43.0,104.3
18113,Noble County,Indiana,47417,39.5,102.1
18115,Ohio County,Indiana,5993,46.0,98.6
18117,Orange County,Indiana,19746,43.0,100.7
18119,Owen County,Indiana,21434,45.3,102.5
18121,Parke County,Indiana,16346,42.5,92.6
18123,Perry County,Indiana,19218,41.1,120.2
18125,Pike County,Indiana,12187,43.5,99.0
18127,Porter County,Indiana,174150,40.6,98.1
18129,Posey County,Indiana,25163,43.1,100.9
18131,Pulaski County,Indiana,12441,42.4,98.8
18133,Putnam County,Indiana,37091,38.4,111.8
18135,Randolph County,Indiana,24425,42.1,100.0
18137,Ripley County,Indiana,29039,40.9,100.2
18139,Rush County,Indiana,16734,42.7,99.2
18141,St. Joseph County,Indiana,272574,36.7,96.0
18143,Scott County,Indiana,24468,41.2,98.0
18145,Shelby County,Indiana,45104,41.2,98.6
18147,Spencer County,Indiana,19871,44.2,104.6
18149,Starke County,Indiana,23300,41.9,101.7
18151,Steuben County,Indiana,34648,43.6,108.0
18153,Sullivan County,Indiana,20766,41.3,119.2
18155,Switzerland County,Indiana,9914,42.1,103.3
18157,Tippecanoe County,Indiana,187399,28.8,105.0
18159,Tipton County,Indiana,15329,44.5,101.5
18161,Union County,Indiana,7028,43.7,97.8
18163,Vanderburgh County,Indiana,179908,38.9,95.4
18165,Vermillion County,Indiana,15452,42.5,101.5
18167,Vigo County,Indiana,106201,36.4,102.0
18169,Wabash County,Indiana,30901,42.6,96.3
18171,Warren County,Indiana,8469,43.4,99.3
18173,Warrick County,Indiana,64650,41.3,96.6
18175,Washington County,Indiana,28167,41.4,98.8
18177,Wayne County,Indiana,66377,40.9,95.3
18179,Wells County,Indiana,28261,40.2,98.1
18181,White County,Indiana,24709,42.5,101.7
18183,Whitley County,Indiana,34388,41.8,100.3
19001,Adair County,Iowa,7471,42.6,101.6
19003,Adams County,Iowa,3641,46.6,98.4
19005,Allamakee County,Iowa,14038,43.1,103.9
19007,Appanoose County,Iowa,12242,45.5,100.6
19009,Audubon County,Iowa,5622,47.4,97.2
19011,Benton County,Iowa,25698,43.3,101.3
19013,Black Hawk County,Iowa,130693,35.7,96.9
19015,Boone County,Iowa,26669,42.2,104.9
19017,Bremer County,Iowa,25118,38.6,99.1
19019,Buchanan County,Iowa,20645,39.9,101.6
19021,Buena Vista County,Iowa,20684,35.7,106.3
19023,Butler County,Iowa,14301,43.7,98.4
19025,Calhoun County,Iowa,9858,42.7,108.7
19027,Carroll County,Iowa,20677,41.8,102.1
19029,Cass County,Iowa,13115,44.0,98.5
19031,Cedar County,Iowa,18427,43.8,99.0
19033,Cerro Gordo County,Iowa,42785,43.9,97.9
19035,Cherokee County,Iowa,11587,44.5,99.9
19037,Chickasaw County,Iowa,11868,43.5,104.8
19039,Clarke County,Iowa,9690,38.4,105.9
19041,Clay County,Iowa,16446,41.8,97.8
19043,Clayton County,Iowa,17069,46.4,101.8
19045,Clinton County,Iowa,46383,42.5,97.1
19047,Crawford County,Iowa,16289,37.9,101.0
19049,Dallas County,Iowa,104136,35.8,98.9
19051,Davis County,Iowa,9127,36.2,103.0
19053,Decatur County,Iowa,7669,36.2,101.1
19055,Delaware County,Iowa,17549,44.0,103.4
19057,Des Moines County,Iowa,38597,42.2,97.3
19059,Dickinson County,Iowa,17844,48.1,100.5
19061,Dubuque County,Iowa,98948,38.8,98.6
19063,Emmet County,Iowa,9316,43.3,101.0
19065,Fayette County,Iowa,19393,43.7,101.6
19067,Floyd County,Iowa,15502,44.2,105.5
19069,Franklin County,Iowa,9977,41.9,103.1
19071,Fremont County,Iowa,6570,46.4,102.9
19073,Greene County,Iowa,8722,44.8,102.3
19075,Grundy County,Iowa,12352,41.5,99.0
19077,Guthrie County,Iowa,10646,46.5,99.7
19079,Hamilton County,Iowa,14893,42.2,102.5
19081,Hancock County,Iowa,10718,44.6,105.0
19083,Hardin County,Iowa,16729,45.2,101.7
19085,Harrison County,Iowa,14645,41.9,103.7
19087,Henry County,Iowa,20228,40.5,111.9
19089,Howard County,Iowa,9459,39.3,100.7
19091,Humboldt County,Iowa,9573,41.8,99.9
19093,Ida County,Iowa,6944,42.3,101.1
19095,Iowa County,Iowa,16547,42.2,104.4
19097,Jackson County,Iowa,19429,44.2,102.1
19099,Jasper County,Iowa,37864,41.4,109.6
19101,Jefferson County,Iowa,15676,43.5,106.1
19103,Johnson County,Iowa,154881,30.8,98.9
19105,Jones County,Iowa,20799,43.0,111.0
19107,Keokuk County,Iowa,9964,42.8,106.0
19109,Kossuth County,Iowa,14610,45.0,103.5
19111,Lee County,Iowa,33175,43.7,99.9
19113,Linn County,Iowa,229463,38.5,97.7
19115,Louisa County,Iowa,10710,41.8,104.9
19117,Lucas County,Iowa,8685,43.3,106.6
19119,Lyon County,Iowa,12087,38.1,104.4
19121,Madison County,Iowa,16760,41.0,104.1
19123,Mahaska County,Iowa,22045,39.1,104.3
19125,Marion County,Iowa,33551,39.7,100.9
19127,Marshall County,Iowa,39971,38.7,103.2
19129,Mills County,Iowa,14563,42.6,98.9
19131,Mitchell County,Iowa,10548,42.2,98.9
19133,Monona County,Iowa,8619,44.7,93.7
19135,Monroe County,Iowa,7546,42.1,101.4
19137,Montgomery County,Iowa,10254,43.8,96.1
19139,Muscatine County,Iowa,42735,39.1,100.7
19141,O'Brien County,Iowa,14103,39.8,99.5
19143,Osceola County,Iowa,6114,43.5,112.4
19145,Page County,Iowa,15168,45.0,112.6
19147,Palo Alto County,Iowa,8902,41.5,100.8
19149,Plymouth County,Iowa,25699,41.1,103.8
19151,Pocahontas County,Iowa,7040,43.9,99.4
19153,Polk County,Iowa,497441,36.2,98.8
19155,Pottawattamie County,Iowa,93407,40.1,99.1
19157,Poweshiek County,Iowa,18582,40.8,94.9
19159,Ringgold County,Iowa,4664,44.6,97.6
19161,Sac County,Iowa,9759,45.3,103.7
19163,Scott County,Iowa,174302,39.0,97.6
19165,Shelby County,Iowa,11757,45.1,98.2
19167,Sioux County,Iowa,35984,34.0,100.7
19169,Story County,Iowa,98592,27.0,109.1
19171,Tama County,Iowa,16982,41.8,102.5
19173,Taylor County,Iowa,5901,43.6,99.2
19175,Union County,Iowa,12038,40.6,94.9
19177,Van Buren County,Iowa,7236,44.8,104.5
19179,Wapello County,Iowa,35265,39.9,103.3
19181,Warren County,Iowa,53484,38.7,98.8
19183,Washington County,Iowa,22539,40.3,98.6
19185,Wayne County,Iowa,6518,42.0,100.9
19187,Webster County,Iowa,36848,39.8,109.9
19189,Winnebago County,Iowa,10648,41.7,103.2
19191,Winneshiek County,Iowa,19972,42.2,102.5
19193,Woodbury County,Iowa,105760,36.2,100.6
19195,Worth County,Iowa,7380,44.3,107.7
19197,Wright County,Iowa,12817,39.8,99.8
20001,Allen County,Kansas,12491,41.3,97.4
20003,Anderson County,Kansas,7819,40.4,92.8
20005,Atchison County,Kansas,16211,36.4,94.8
20007,Barber County,Kansas,4153,42.6,107.9
20009,Barton County,Kansas,25275,38.8,96.2
20011,Bourbon County,Kansas,14384,38.8,95.2
20013,Brown County,Kansas,9415,42.0,98.5
20015,Butler County,Kansas,67916,38.3,103.1
20017,Chase County,Kansas,2579,44.5,106.5
20019,Chautauqua County,Kansas,3370,45.3,113.8
20021,Cherokee County,Kansas,19236,42.0,97.6
20023,Cheyenne County,Kansas,2628,39.8,110.1
20025,Clark County,Kansas,1987,46.5,103.2
20027,Clay County,Kansas,8071,43.1,101.1
20029,Cloud County,Kansas,8973,39.4,105.9
20031,Coffey County,Kansas,8304,44.0,99.1
20033,Comanche County,Kansas,1685,50.8,94.3
20035,Cowley County,Kansas,34487,38.1,103.6
20037,Crawford County,Kansas,38963,33.8,101.6
20039,Decatur County,Kansas,2746,52.1,108.8
20041,Dickinson County,Kansas,18423,42.1,100.0
20043,Doniphan County,Kansas,7492,41.3,105.7
20045,Douglas County,Kansas,119547,31.3,99.3
20047,Edwards County,Kansas,2817,44.3,109.0
20049,Elk County,Kansas,2464,49.6,101.5
20051,Ellis County,Kansas,28870,32.5,100.6
20053,Ellsworth County,Kansas,6366,43.7,122.6
20055,Finney County,Kansas,38001,32.1,105.7
20057,Ford County,Kansas,34133,31.9,109.5
20059,Franklin County,Kansas,25994,40.1,99.6
20061,Geary County,Kansas,35895,27.1,110.9
20063,Gove County,Kansas,2796,41.7,98.2
20065,Graham County,Kansas,2406,46.1,98.0
20067,Grant County,Kansas,7284,32.9,127.1
20069,Gray County,Kansas,5696,36.6,102.4
20071,Greeley County,Kansas,1296,39.9,92.9
20073,Greenwood County,Kansas,5956,48.4,103.6
20075,Hamilton County,Kansas,2485,36.4,99.6
20077,Harper County,Kansas,5446,40.8,99.3
20079,Harvey County,Kansas,33823,40.2,97.1
20081,Haskell County,Kansas,3695,38.0,99.8
20083,Hodgeman County,Kansas,1676,45.9,90.5
20085,Jackson County,Kansas,13277,41.0,104.0
20087,Jefferson County,Kansas,18391,43.8,102.1
20089,Jewell County,Kansas,2909,50.3,105.9
20091,Johnson County,Kansas,614764,38.3,97.7
20093,Kearny County,Kansas,3910,37.5,108.8
20095,Kingman County,Kansas,7284,43.4,103.7
20097,Kiowa County,Kansas,2422,41.2,95.5
20099,Labette County,Kansas,19949,41.4,104.1
20101,Lane County,Kansas,1497,48.9,104.8
20103,Leavenworth County,Kansas,82493,38.3,114.1
20105,Lincoln County,Kansas,2924,44.1,103.6
20107,Linn County,Kansas,9723,45.5,106.7
20109,Logan County,Kansas,2720,41.1,113.5
20111,Lyon County,Kansas,32145,33.1,95.6
20113,McPherson County,Kansas,30130,39.1,98.4
20115,Marion County,Kansas,11795,43.7,103.6
20117,Marshall County,Kansas,10001,42.6,103.2
20119,Meade County,Kansas,3949,37.5,101.3
20121,Miami County,Kansas,34625,41.8,99.5
20123,Mitchell County,Kansas,5767,43.3,106.5
20125,Montgomery County,Kansas,31143,40.3,98.5
20127,Morris County,Kansas,5388,48.7,105.1
20129,Morton County,Kansas,2647,43.7,82.6
20131,Nemaha County,Kansas,10213,40.0,106.2
20133,Neosho County,Kansas,15715,40.3,98.9
20135,Ness County,Kansas,2659,46.1,107.1
20137,Norton County,Kansas,5392,40.2,122.6
20139,Osage County,Kansas,15780,42.8,103.3
20141,Osborne County,Kansas,3473,46.8,100.9
20143,Ottawa County,Kansas,5782,42.5,110.2
20145,Pawnee County,Kansas,6220,44.9,117.7
20147,Phillips County,Kansas,4874,44.6,104.9
20149,Pottawatomie County,Kansas,25808,36.2,100.6
20151,Pratt County,Kansas,9120,38.2,103.3
20153,Rawlins County,Kansas,2533,47.0,109.3
20155,Reno County,Kansas,61693,40.7,102.7
20157,Republic County,Kansas,4662,46.0,97.2
20159,Rice County,Kansas,9389,39.0,106.9
20161,Riley County,Kansas,71710,25.2,113.7
20163,Rooks County,Kansas,4869,46.0,97.5
20165,Rush County,Kansas,2957,46.0,112.9
20167,Russell County,Kansas,6717,45.3,100.3
20169,Saline County,Kansas,53801,39.8,98.6
20171,Scott County,Kansas,5071,39.3,105.6
20173,Sedgwick County,Kansas,524810,35.9,98.7
20175,Seward County,Kansas,21640,31.0,110.5
20177,Shawnee County,Kansas,178315,39.6,94.8
20179,Sheridan County,Kansas,2442,43.4,102.2
20181,Sherman County,Kansas,5919,38.9,114.5
20183,Smith County,Kansas,3579,50.0,104.5
20185,Stafford County,Kansas,4004,42.1,105.4
20187,Stanton County,Kansas,2018,36.5,105.1
20189,Stevens County,Kansas,5212,38.0,118.2
20191,Sumner County,Kansas,22386,41.2,102.1
20193,Thomas County,Kansas,7913,35.3,103.3
20195,Trego County,Kansas,2778,47.7,97.4
20197,Wabaunsee County,Kansas,6961,43.2,104.9
20199,Wallace County,Kansas,1459,47.2,101.5
20201,Washington County,Kansas,5519,43.9,107.6
20203,Wichita County,Kansas,2115,38.7,118.5
20205,Wilson County,Kansas,8559,42.3,102.6
20207,Woodson County,Kansas,3118,49.9,104.1
20209,Wyandotte County,Kansas,167277,34.2,101.3
21001,Adair County,Kentucky,19016,40.1,101.0
21003,Allen County,Kentucky,21029,40.7,98.1
21005,Anderson County,Kentucky,24098,42.1,102.4
21007,Ballard County,Kentucky,7678,44.2,102.9
21009,Barren County,Kentucky,44670,40.1,95.1
21011,Bath County,Kentucky,12812,39.0,103.4
21013,Bell County,Kentucky,23878,41.2,99.9
21015,Boone County,Kentucky,137676,37.7,99.5
21017,Bourbon County,Kentucky,20174,42.0,99.0
21019,Boyd County,Kentucky,48043,42.4,100.3
21021,Boyle County,Kentucky,30708,39.5,102.4
21023,Bracken County,Kentucky,8427,42.0,101.7
21025,Breathitt County,Kentucky,13438,43.0,100.4
21027,Breckinridge County,Kentucky,20722,42.2,100.1
21029,Bullitt County,Kentucky,83209,41.3,99.8
21031,Butler County,Kentucky,12373,41.1,106.6
21033,Caldwell County,Kentucky,12631,42.3,97.0
21035,Calloway County,Kentucky,37882,35.4,94.8
21037,Campbell County,Kentucky,93193,39.0,98.2
21039,Carlisle County,Kentucky,4763,43.6,103.6
21041,Carroll County,Kentucky,10878,38.5,101.1
21043,Carter County,Kentucky,26515,41.8,97.1
21045,Casey County,Kentucky,15951,41.5,94.0
21047,Christian County,Kentucky,72599,28.6,110.4
21049,Clark County,Kentucky,37004,40.8,94.3
21051,Clay County,Kentucky,20105,40.6,110.0
21053,Clinton County,Kentucky,9240,42.5,97.7
21055,Crittenden County,Kentucky,8972,42.8,106.7
21057,Cumberland County,Kentucky,5948,45.1,97.7
21059,Daviess County,Kentucky,103195,38.7,95.6
21061,Edmonson County,Kentucky,12243,45.3,97.1
21063,Elliott County,Kentucky,7336,44.4,135.4
21065,Estill County,Kentucky,14079,44.3,99.0
21067,Fayette County,Kentucky,321122,35.2,97.0
21069,Fleming County,Kentucky,15221,41.0,99.0
21071,Floyd County,Kentucky,35342,43.1,96.8
21073,Franklin County,Kentucky,51563,40.6,94.0
21075,Fulton County,Kentucky,6440,41.2,105.4
21077,Gallatin County,Kentucky,8749,39.7,105.4
21079,Garrard County,Kentucky,17346,42.9,96.2
21081,Grant County,Kentucky,25238,36.4,102.3
21083,Graves County,Kentucky,36612,40.0,97.9
21085,Grayson County,Kentucky,26586,40.3,101.8
21087,Green County,Kentucky,11278,45.2,101.2
21089,Greenup County,Kentucky,35639,43.9,96.2
21091,Hancock County,Kentucky,9032,41.5,100.1
21093,Hardin County,Kentucky,111452,37.4,98.4
21095,Harlan County,Kentucky,26185,41.2,92.9
21097,Harrison County,Kentucky,18971,42.4,94.8
21099,Hart County,Kentucky,19470,40.6,97.9
21101,Henderson County,Kentucky,44493,41.0,95.3
21103,Henry County,Kentucky,15774,41.6,100.2
21105,Hickman County,Kentucky,4470,46.4,94.3
21107,Hopkins County,Kentucky,45143,41.3,94.3
21109,Jackson County,Kentucky,13003,40.6,96.8
21111,Jefferson County,Kentucky,777392,38.4,94.7
21113,Jessamine County,Kentucky,53792,38.7,95.4
21115,Johnson County,Kentucky,22464,42.0,99.0
21117,Kenton County,Kentucky,169817,37.8,99.0
21119,Knott County,Kentucky,14046,44.4,98.6
21121,Knox County,Kentucky,30034,39.8,94.2
21123,Larue County,Kentucky,15028,41.3,98.2
21125,Laurel County,Kentucky,62731,39.9,97.8
21127,Lawrence County,Kentucky,16171,42.0,96.4
21129,Lee County,Kentucky,7375,43.4,133.3
21131,Leslie County,Kentucky,10261,42.2,99.5
21133,Letcher County,Kentucky,21146,43.3,99.5
21135,Lewis County,Kentucky,13028,42.1,99.3
21137,Lincoln County,Kentucky,24415,41.9,96.4
21139,Livingston County,Kentucky,8941,45.7,98.1
21141,Logan County,Kentucky,27731,40.6,96.8
21143,Lyon County,Kentucky,8831,47.8,132.4
21145,McCracken County,Kentucky,67584,42.4,93.1
21147,McCreary County,Kentucky,16905,38.7,119.9
21149,McLean County,Kentucky,9127,43.2,101.9
21151,Madison County,Kentucky,94064,34.7,95.8
21153,Magoffin County,Kentucky,11495,41.9,102.5
21155,Marion County,Kentucky,19680,39.6,98.6
21157,Marshall County,Kentucky,31728,44.9,99.1
21159,Martin County,Kentucky,11181,40.3,126.7
21161,Mason County,Kentucky,16995,42.3,96.9
21163,Meade County,Kentucky,30032,39.3,101.9
21165,Menifee County,Kentucky,6203,45.1,109.6
21167,Mercer County,Kentucky,22824,42.8,99.8
21169,Metcalfe County,Kentucky,10372,41.9,99.1
21171,Monroe County,Kentucky,11318,41.3,100.8
21173,Montgomery County,Kentucky,28271,40.6,94.3
21175,Morgan County,Kentucky,13938,41.8,136.5
21177,Muhlenberg County,Kentucky,30712,42.8,104.0
21179,Nelson County,Kentucky,47102,39.7,100.4
21181,Nicholas County,Kentucky,7655,38.9,101.4
21183,Ohio County,Kentucky,23704,40.9,98.5
21185,Oldham County,Kentucky,68600,39.7,110.2
21187,Owen County,Kentucky,11270,42.5,105.5
21189,Owsley County,Kentucky,4021,47.9,104.3
21191,Pendleton County,Kentucky,14683,41.7,105.2
21193,Perry County,Kentucky,27847,41.4,97.7
21195,Pike County,Kentucky,57466,42.9,97.5
21197,Powell County,Kentucky,13057,39.3,101.6
21199,Pulaski County,Kentucky,65503,42.2,97.0
21201,Robertson County,Kentucky,2239,39.7,72.0
21203,Rockcastle County,Kentucky,16144,42.8,97.5
21205,Rowan County,Kentucky,24525,31.2,93.9
21207,Russell County,Kentucky,18117,42.2,97.3
21209,Scott County,Kentucky,58269,36.4,97.6
21211,Shelby County,Kentucky,48599,40.9,97.2
21213,Simpson County,Kentucky,19786,39.0,99.8
21215,Spencer County,Kentucky,19875,43.3,101.5
