FIPS Code,County Name,State Name,Latitude,Longitude,Population,Poverty Rate,RUCC,AreaClassification,Unemployment Rate,Avg 2023 ZHVI
01077,Lauderdale County,Alabama,34.901410552582064,-87.6540650881971,96814.0,0.136,3,Metro,0.025,202548.77862761272
01079,Lawrence County,Alabama,34.52170244078124,-87.31103276805553,33502.0,0.142,3,Metro,0.023,202312.0126200996
01081,Lee County,Alabama,32.601136380357644,-85.35549557710912,183215.0,0.179,3,Metro,0.023,294279.58729353105
01083,Limestone County,Alabama,34.81007991295747,-86.9814265692659,114654.0,0.086,2,Metro,0.021,304997.7310916478
01085,Lowndes County,Alabama,32.15475133643851,-86.65007314467351,9717.0,0.294,2,Metro,0.046,147564.9765293093
01087,Macon County,Alabama,32.38592935402728,-85.6926677150458,18370.0,0.28800000000000003,3,Metro,0.032,104044.5054986088
01089,Madison County,Alabama,34.76307099055595,-86.55024603875933,412600.0,0.105,2,Metro,0.02,298843.36241963255
01091,Marengo County,Alabama,32.247668012290895,-87.78950405042126,18684.0,0.235,6,Nonmetro,0.033,146472.3889494659
01093,Marion County,Alabama,34.1365502522333,-87.88714547242863,29244.0,0.19,9,Nonmetro,0.028999999999999998,154008.6234217114
01095,Marshall County,Alabama,34.366960684994524,-86.30664931396376,100756.0,0.165,4,Nonmetro,0.021,216451.11131977508
01097,Mobile County,Alabama,30.78780934108646,-88.20581494152172,411640.0,0.163,2,Metro,0.031,181380.81674216266
01099,Monroe County,Alabama,31.570840642827328,-87.36546186855047,19229.0,0.191,8,Nonmetro,0.043,130558.38096229594
01101,Montgomery County,Alabama,32.220240962699954,-86.2076002944217,224980.0,0.183,2,Metro,0.027999999999999997,146677.13213595052
01103,Morgan County,Alabama,34.4534309161247,-86.85293182664331,125133.0,0.12,3,Metro,0.02,216263.5063633046
01105,Perry County,Alabama,32.638464528474735,-87.29441402092941,7738.0,0.33799999999999997,8,Nonmetro,0.05,132582.35720710456
01107,Pickens County,Alabama,33.28077992844012,-88.08870201099694,18688.0,0.215,2,Metro,0.03,136006.60746522225
01109,Pike County,Alabama,31.802730322347106,-85.94093898047527,33137.0,0.23800000000000002,6,Nonmetro,0.027000000000000003,159370.64355060252
01111,Randolph County,Alabama,33.29378591118139,-85.45908215422818,22786.0,0.159,8,Nonmetro,0.024,187418.65902232495
01113,Russell County,Alabama,32.28837028575913,-85.1849339763763,58744.0,0.18899999999999997,2,Metro,0.027999999999999997,163800.8700169586
01115,St. Clair County,Alabama,33.715741858955035,-86.3145997896258,95552.0,0.10800000000000001,1,Metro,0.021,267517.104882608
01117,Shelby County,Alabama,33.26427942612558,-86.66067162680295,233000.0,0.084,1,Metro,0.018000000000000002,337987.84921986744
01119,Sumter County,Alabama,32.591028460823395,-88.19883980714248,11727.0,0.335,8,Nonmetro,0.037000000000000005,110765.51555951095
01121,Talladega County,Alabama,33.3800756993842,-86.16586688240108,81132.0,0.17,4,Nonmetro,0.027999999999999997,170351.15891927909
01123,Tallapoosa County,Alabama,32.86236242564079,-85.79753016448618,40677.0,0.151,6,Nonmetro,0.025,226172.19330574851
01125,Tuscaloosa County,Alabama,33.28956232976029,-87.52511360903804,237373.0,0.192,2,Metro,0.023,220178.3234985118
01127,Walker County,Alabama,33.80332451946738,-87.2973320873929,64728.0,0.175,1,Metro,0.026000000000000002,178694.35208610274
01129,Washington County,Alabama,31.40760311926274,-88.20792856968059,15022.0,0.187,8,Nonmetro,0.026000000000000002,150282.46585668682
01131,Wilcox County,Alabama,31.989257780009975,-87.30818860732911,9944.0,0.327,9,Nonmetro,0.08,136824.43060751306
01133,Winston County,Alabama,34.149206672954016,-87.37368980502318,23611.0,0.166,8,Nonmetro,0.027000000000000003,175795.6057491351
02013,Aleutians East Borough,Alaska,55.36701483804713,-161.98075194723486,3461.0,0.18,9,Nonmetro,0.021,
02016,Aleutians West Census Area,Alaska,52.79840641735421,-106.54539785152903,5160.0,0.1,9,Nonmetro,0.03,
