fips_code,county_name,state_name,mean_zhvi_home_value
04011,Greenlee County,Arizona,156189.16945520148
04012,La Paz County,Arizona,274721.2627196071
04013,Maricopa County,Arizona,456247.7062529114
04015,Mohave County,Arizona,349145.0762043835
04017,Navajo County,Arizona,370291.2299700765
04019,Pima County,Arizona,335988.36674344196
04021,Pinal County,Arizona,368202.66892479616
04023,Santa Cruz County,Arizona,256931.29337792032
04025,Yavapai County,Arizona,480808.7769063302
04027,Yuma County,Arizona,263279.8547840662
05001,Arkansas County,Arkansas,114126.46966004383
05003,Ashley County,Arkansas,82818.32460179682
05005,Baxter County,Arkansas,214464.5342701718
05007,Benton County,Arkansas,339294.6043855183
05009,Boone County,Arkansas,196968.236939323
05011,Bradley County,Arkansas,101843.86408441002
05013,Calhoun County,Arkansas,127622.99723645684
05015,Carroll County,Arkansas,235516.17579613338
05017,Chicot County,Arkansas,89779.99584939219
05019,Clark County,Arkansas,143485.5666328074
05021,Clay County,Arkansas,100081.55071532668
05023,Cleburne County,Arkansas,232184.2179904216
05025,Cleveland County,Arkansas,150372.09208864332
05027,Columbia County,Arkansas,136132.60806760335
05029,Conway County,Arkansas,153396.66596619715
05031,Craighead County,Arkansas,199601.36177149587
05033,Crawford County,Arkansas,186725.65288269983
05035,Crittenden County,Arkansas,150236.61101622062
05037,Cross County,Arkansas,135745.15323101476
05039,Dallas County,Arkansas,94436.93891360158
05041,Desha County,Arkansas,93490.11583368752
05043,Drew County,Arkansas,151018.0165140076
05045,Faulkner County,Arkansas,233832.31226106352
05047,Franklin County,Arkansas,156355.40325909885
05049,Fulton County,Arkansas,175296.9877952518
05051,Garland County,Arkansas,232107.94250281618
05053,Grant County,Arkansas,194261.54458298
05055,Greene County,Arkansas,175171.97247655576
05057,Hempstead County,Arkansas,113006.20989806112
05059,Hot Spring County,Arkansas,153168.77627790018
05061,Howard County,Arkansas,147157.3903137111
05063,Independence County,Arkansas,160486.346327481
05065,Izard County,Arkansas,155629.5345845679
05067,Jackson County,Arkansas,87500.1759679475
05069,Jefferson County,Arkansas,86507.53127933336
05071,Johnson County,Arkansas,166338.27669438592
05073,Lafayette County,Arkansas,96064.78202070342
05075,Lawrence County,Arkansas,116786.99614218186
05077,Lee County,Arkansas,100442.76218950532
05079,Lincoln County,Arkansas,115740.7287263361
05081,Little River County,Arkansas,135122.31445397277
05083,Logan County,Arkansas,149356.54020663365
05085,Lonoke County,Arkansas,211424.29477811177
05087,Madison County,Arkansas,228410.68455850452
05089,Marion County,Arkansas,205616.89124907926
05091,Miller County,Arkansas,161104.768290779
05093,Mississippi County,Arkansas,84575.80306035063
05095,Monroe County,Arkansas,84910.51460479866
05097,Montgomery County,Arkansas,174730.43464343934
05099,Nevada County,Arkansas,
05101,Newton County,Arkansas,196826.17024607398
05103,Ouachita County,Arkansas,91808.60503097711
05105,Perry County,Arkansas,144036.5713001661
05107,Phillips County,Arkansas,53713.41941001171
05109,Pike County,Arkansas,167827.24128850803
05111,Poinsett County,Arkansas,110874.79432664301
05113,Polk County,Arkansas,165800.83479483976
05115,Pope County,Arkansas,187286.00086482847
05117,Prairie County,Arkansas,128633.64638362029
05119,Pulaski County,Arkansas,190490.9450804336
05121,Randolph County,Arkansas,134767.13795252916
05123,St. Francis County,Arkansas,76998.44127523624
05125,Saline County,Arkansas,237388.54881713234
05127,Scott County,Arkansas,145674.76039643952
05129,Searcy County,Arkansas,161070.40171451072
05131,Sebastian County,Arkansas,179172.32126293832
05133,Sevier County,Arkansas,147506.4332170569
05135,Sharp County,Arkansas,146779.4095640258
05137,Stone County,Arkansas,179026.586138941
05139,Union County,Arkansas,125982.91120694368
05141,Van Buren County,Arkansas,156632.0052034798
05143,Washington County,Arkansas,310525.5342907804
05145,White County,Arkansas,184094.0249104131
05147,Woodruff County,Arkansas,76135.80168525217
05149,Yell County,Arkansas,156281.98232757612
06001,Alameda County,California,1047083.4429857695
06003,Alpine County,California,499117.542642818
06005,Amador County,California,419907.5762266656
06007,Butte County,California,392660.31455146876
06009,Calaveras County,California,433530.0160171802
06011,Colusa County,California,348367.23832748743
06013,Contra Costa County,California,786567.3872196918
06015,Del Norte County,California,350231.483448206
06017,El Dorado County,California,634712.3141094333
06019,Fresno County,California,376257.4222830156
06021,Glenn County,California,337148.95089933736
06023,Humboldt County,California,455115.88581085677
06025,Imperial County,California,322316.90640635317
06027,Inyo County,California,480869.36314569577
06029,Kern County,California,330095.4502241277
06031,Kings County,California,326257.367111033
06033,Lake County,California,316897.6941996216
06035,Lassen County,California,227926.32631263335
06037,Los Angeles County,California,812801.9231682433
06039,Madera County,California,387764.76012266567
06041,Marin County,California,1390533.788934222
06043,Mariposa County,California,390085.14130145195
06045,Mendocino County,California,526582.8598751763
06047,Merced County,California,390360.96338706795
06049,Modoc County,California,179228.04478122146
06051,Mono County,California,713599.0813997848
06053,Monterey County,California,785795.5683940194
06055,Napa County,California,875895.2479399774
06057,Nevada County,California,607556.8599674712
06059,Orange County,California,1001799.1598723172
06061,Placer County,California,658664.1239047678
06063,Plumas County,California,374174.0425903977
06065,Riverside County,California,573350.4906689305
06067,Sacramento County,California,508870.2856746155
06069,San Benito County,California,756749.5223733525
06071,San Bernardino County,California,511475.4675692606
06073,San Diego County,California,855023.8720885034
06075,San Francisco County,California,1241488.7170852798
06077,San Joaquin County,California,518263.19246417755
06079,San Luis Obispo County,California,839420.4615366501
06081,San Mateo County,California,1485632.7043992083
06083,Santa Barbara County,California,897338.6007627384
06085,Santa Clara County,California,1417978.7509231481
06087,Santa Cruz County,California,1110972.09680682
06089,Shasta County,California,359320.37070678506
06091,Sierra County,California,317596.30051490717
06093,Siskiyou County,California,282563.2768617208
06095,Solano County,California,569937.9399930027
06097,Sonoma County,California,776934.9623585823
06099,Stanislaus County,California,439180.83926513634
06101,Sutter County,California,417900.8107284985
06103,Tehama County,California,303738.9572707788
06105,Trinity County,California,301432.73252150894
06107,Tulare County,California,328956.6617540789
06109,Tuolumne County,California,396334.6714583931
06111,Ventura County,California,811890.1207646638
06113,Yolo County,California,591454.7723943508
06115,Yuba County,California,394180.9928111046
08001,Adams County,Colorado,485464.1238660379
08003,Alamosa County,Colorado,279773.68910714093
08005,Arapahoe County,Colorado,521262.5281980577
08007,Archuleta County,Colorado,544121.8100415702
08009,Baca County,Colorado,
08011,Bent County,Colorado,125009.51760003057
08013,Boulder County,Colorado,723886.3899214324
08014,Broomfield County,Colorado,630667.0459841384
08015,Chaffee County,Colorado,641883.809116045
08017,Cheyenne County,Colorado,174143.20794889532
08019,Clear Creek County,Colorado,563574.511269344
08021,Conejos County,Colorado,205210.7269405463
08023,Costilla County,Colorado,198572.1568374557
08025,Crowley County,Colorado,140826.11053226565
08027,Custer County,Colorado,382158.77390669077
08029,Delta County,Colorado,368334.78822033136
08031,Denver County,Colorado,557886.1703184898
08033,Dolores County,Colorado,271900.73566595156
08035,Douglas County,Colorado,703091.9783191821
08037,Eagle County,Colorado,1208309.0659880731
08039,Elbert County,Colorado,658701.597383875
08041,El Paso County,Colorado,447832.7650584515
08043,Fremont County,Colorado,323608.67185028124
08045,Garfield County,Colorado,619071.063222603
08047,Gilpin County,Colorado,530932.8110053997
08049,Grand County,Colorado,750051.2045769156
08051,Gunnison County,Colorado,670331.116895976
08053,Hinsdale County,Colorado,421486.5713511423
08055,Huerfano County,Colorado,252926.46167157698
08057,Jackson County,Colorado,
08059,Jefferson County,Colorado,603229.3171190056
08061,Kiowa County,Colorado,124224.29423994338
08063,Kit Carson County,Colorado,216234.1369030337
08065,Lake County,Colorado,468201.866576569
08067,La Plata County,Colorado,619558.4264860556
08069,Larimer County,Colorado,540461.0965041794
08071,Las Animas County,Colorado,241542.72752232794
08073,Lincoln County,Colorado,240218.269851251
08075,Logan County,Colorado,237770.2276216284
08077,Mesa County,Colorado,380952.2863461349
08079,Mineral County,Colorado,390638.46650504676
08081,Moffat County,Colorado,268910.01646833104
08083,Montezuma County,Colorado,373851.78583986295
08085,Montrose County,Colorado,404451.4220872258
08087,Morgan County,Colorado,327240.5235812692
08089,Otero County,Colorado,152193.0429531181
08091,Ouray County,Colorado,745748.5270179017
08093,Park County,Colorado,521509.39024348714
08095,Phillips County,Colorado,235798.39647162124
08097,Pitkin County,Colorado,2157955.0931804827
08099,Prowers County,Colorado,159021.11892833386
08101,Pueblo County,Colorado,286189.41347485286
08103,Rio Blanco County,Colorado,277667.8141702785
08105,Rio Grande County,Colorado,269915.95785009756
08107,Routt County,Colorado,998980.9103972212
08109,Saguache County,Colorado,268558.9504589791
08111,San Juan County,Colorado,504725.57773900003
08113,San Miguel County,Colorado,1475420.6438158427
08115,Sedgwick County,Colorado,147530.15148059488
08117,Summit County,Colorado,970230.8356551329
08119,Teller County,Colorado,463244.57399090467
08121,Washington County,Colorado,217375.83440406635
08123,Weld County,Colorado,491443.52264345484
08125,Yuma County,Colorado,241459.95761528736
09110,Capitol Planning Region,Connecticut,
09120,Greater Bridgeport Planning Region,Connecticut,
09130,Lower Connecticut River Valley Planning Region,Connecticut,
09140,Naugatuck Valley Planning Region,Connecticut,
09150,Northeastern Connecticut Planning Region,Connecticut,
09160,Northwest Hills Planning Region,Connecticut,
09170,South Central Connecticut Planning Region,Connecticut,
09180,Southeastern Connecticut Planning Region,Connecticut,
09190,Western Connecticut Planning Region,Connecticut,
10001,Kent County,Delaware,324404.50228500064
10003,New Castle County,Delaware,325254.97079280374
10005,Sussex County,Delaware,465303.45605791034
11001,District of Columbia,District of Columbia,621632.9557776854
12001,Alachua County,Florida,291445.78821285756
12003,Baker County,Florida,293024.01957109774
12005,Bay County,Florida,347569.5124216265
12007,Bradford County,Florida,221280.5810985031
12009,Brevard County,Florida,347331.784306149
12011,Broward County,Florida,418149.7248506946
12013,Calhoun County,Florida,169466.55760808813
12015,Charlotte County,Florida,358297.6526991964
12017,Citrus County,Florida,276932.5685234237
12019,Clay County,Florida,334811.0175433227
12021,Collier County,Florida,598029.5833712876
12023,Columbia County,Florida,246921.45159968606
12027,DeSoto County,Florida,247468.11995690607
12029,Dixie County,Florida,191294.70929094972
12031,Duval County,Florida,300048.45883668883
12033,Escambia County,Florida,268358.62435883604
12035,Flagler County,Florida,373750.9347948583
12037,Franklin County,Florida,417474.6662120791
12039,Gadsden County,Florida,181450.64747309347
12041,Gilchrist County,Florida,283579.00591116736
12043,Glades County,Florida,242435.85082290988
12045,Gulf County,Florida,395065.19189598714
12047,Hamilton County,Florida,185642.97418586808
12049,Hardee County,Florida,201756.32850307573
12051,Hendry County,Florida,256371.787442895
12053,Hernando County,Florida,310984.85961329495
12055,Highlands County,Florida,231469.531359392
12057,Hillsborough County,Florida,381537.8854810147
12059,Holmes County,Florida,184186.92596455457
12061,Indian River County,Florida,373960.28602499055
12063,Jackson County,Florida,168116.60347564594
12065,Jefferson County,Florida,272019.64166545257
12067,Lafayette County,Florida,233599.3754926539
12069,Lake County,Florida,359558.15696636616
12071,Lee County,Florida,394839.67198582226
12073,Leon County,Florida,274437.4761739744
12075,Levy County,Florida,275540.476585483
12077,Liberty County,Florida,175702.08938286235
12079,Madison County,Florida,200094.27292125204
12081,Manatee County,Florida,453782.8701243571
12083,Marion County,Florida,277654.265622021
12085,Martin County,Florida,465256.8460576557
12086,Miami-Dade County,Florida,490986.2182668213
12087,Monroe County,Florida,979289.1426418071
12089,Nassau County,Florida,465010.9198236873
12091,Okaloosa County,Florida,356863.6365436027
12093,Okeechobee County,Florida,257609.0529016403
12095,Orange County,Florida,393210.2969675862
12097,Osceola County,Florida,375981.7991641129
12099,Palm Beach County,Florida,472172.6019571093
12101,Pasco County,Florida,341626.58224563696
12103,Pinellas County,Florida,388514.8615449409
12105,Polk County,Florida,309341.76561972406
12107,Putnam County,Florida,202790.90676128728
12109,St. Johns County,Florida,511313.06765922316
12111,St. Lucie County,Florida,375707.8750316352
12113,Santa Rosa County,Florida,345314.39264054707
12115,Sarasota County,Florida,457483.04631864355
12117,Seminole County,Florida,393738.4427438081
12119,Sumter County,Florida,407203.1831257618
12121,Suwannee County,Florida,248510.69438205162
12123,Taylor County,Florida,185366.98104347548
12125,Union County,Florida,251569.8366209087
12127,Volusia County,Florida,327667.36504801485
12129,Wakulla County,Florida,282783.9192658692
12131,Walton County,Florida,697156.8027889384
12133,Washington County,Florida,204867.14595968692
13001,Appling County,Georgia,144678.3994270185
13003,Atkinson County,Georgia,120449.8652502715
13005,Bacon County,Georgia,130812.4393956719
13007,Baker County,Georgia,114628.55647107952
13009,Baldwin County,Georgia,178144.71714414144
13011,Banks County,Georgia,304813.5761839902
13013,Barrow County,Georgia,322231.86266332195
13015,Bartow County,Georgia,300176.1965110058
13017,Ben Hill County,Georgia,109098.53338452445
13019,Berrien County,Georgia,158383.38295783853
13021,Bibb County,Georgia,153072.89234827601
13023,Bleckley County,Georgia,152398.6561333584
13025,Brantley County,Georgia,138644.6246326966
13027,Brooks County,Georgia,154149.30022987563
13029,Bryan County,Georgia,357825.2064084082
13031,Bulloch County,Georgia,238539.91499253278
13033,Burke County,Georgia,144432.94959788126
13035,Butts County,Georgia,260306.03994599576
13037,Calhoun County,Georgia,87419.53305607547
13039,Camden County,Georgia,273399.8981224504
13043,Candler County,Georgia,165028.12073533464
13045,Carroll County,Georgia,270487.9806380143
13047,Catoosa County,Georgia,261079.33901652033
13049,Charlton County,Georgia,172871.33660602244
13051,Chatham County,Georgia,311792.5491769547
13053,Chattahoochee County,Georgia,112995.51840758958
13055,Chattooga County,Georgia,157183.03684377737
13057,Cherokee County,Georgia,436199.9049228547
13059,Clarke County,Georgia,290922.0761141847
13061,Clay County,Georgia,144024.53921056117
13063,Clayton County,Georgia,237885.7960854578
13065,Clinch County,Georgia,107034.99749126534
13067,Cobb County,Georgia,408063.73985112255
13069,Coffee County,Georgia,139453.9126615868
13071,Colquitt County,Georgia,127963.52482790158
13073,Columbia County,Georgia,303073.5498708627
13075,Cook County,Georgia,141401.55370428562
13077,Coweta County,Georgia,367446.01769030915
13079,Crawford County,Georgia,172986.4543131067
13081,Crisp County,Georgia,122590.06305820403
13083,Dade County,Georgia,221841.8251080569
13085,Dawson County,Georgia,416442.7049427491
13087,Decatur County,Georgia,148716.5962701409
13089,DeKalb County,Georgia,332274.1670634897
13091,Dodge County,Georgia,129138.79606135532
13093,Dooly County,Georgia,115369.94755775061
13095,Dougherty County,Georgia,113110.98019336857
13097,Douglas County,Georgia,303310.07509387727
13099,Early County,Georgia,109688.41209696319
13101,Echols County,Georgia,150668.6760956348
13103,Effingham County,Georgia,300022.22438414075
13105,Elbert County,Georgia,149365.06703384614
13107,Emanuel County,Georgia,112870.46558061498
13109,Evans County,Georgia,145028.7288546345
13111,Fannin County,Georgia,461598.083933857
13113,Fayette County,Georgia,453322.57962409355
13115,Floyd County,Georgia,206656.76920768418
13117,Forsyth County,Georgia,571292.2023683382
13119,Franklin County,Georgia,251953.50562573518
13121,Fulton County,Georgia,415835.55292510684
13123,Gilmer County,Georgia,384811.23418728466
13125,Glascock County,Georgia,158349.70195963394
13127,Glynn County,Georgia,326594.3726917603
13129,Gordon County,Georgia,242878.90593993934
13131,Grady County,Georgia,174132.7607638679
13133,Greene County,Georgia,559217.0281052449
13135,Gwinnett County,Georgia,394158.7696895741
13137,Habersham County,Georgia,275490.9950821743
13139,Hall County,Georgia,360281.13685496035
13141,Hancock County,Georgia,190429.00960934177
13143,Haralson County,Georgia,240504.34616884586
13145,Harris County,Georgia,320246.02822664526
13147,Hart County,Georgia,284267.3451280989
13149,Heard County,Georgia,225750.79596691273
13151,Henry County,Georgia,326831.77899418626
13153,Houston County,Georgia,224934.62482790652
13155,Irwin County,Georgia,123895.20839476853
13157,Jackson County,Georgia,371708.1898120148
13159,Jasper County,Georgia,278984.3916043401
13161,Jeff Davis County,Georgia,122692.0564718216
13163,Jefferson County,Georgia,105734.41235983658
13165,Jenkins County,Georgia,127434.6373603694
13167,Johnson County,Georgia,112863.730868374
13169,Jones County,Georgia,221271.9199264782
13171,Lamar County,Georgia,245735.58317086726
13173,Lanier County,Georgia,181536.31236323007
13175,Laurens County,Georgia,164403.78700452938
13177,Lee County,Georgia,229935.89371719092
13179,Liberty County,Georgia,211486.75785252705
13181,Lincoln County,Georgia,211852.8256583082
13183,Long County,Georgia,251884.5821866406
13185,Lowndes County,Georgia,191511.33319177455
13187,Lumpkin County,Georgia,342101.76489345456
13189,McDuffie County,Georgia,169045.77454825563
13191,McIntosh County,Georgia,216612.5733217401
13193,Macon County,Georgia,80453.9830262269
13195,Madison County,Georgia,282480.71231316833
13197,Marion County,Georgia,130456.0601233269
13199,Meriwether County,Georgia,176210.4064010811
13201,Miller County,Georgia,127976.12957271573
13205,Mitchell County,Georgia,122390.48716246961
13207,Monroe County,Georgia,294737.12735228025
13209,Montgomery County,Georgia,162426.17542539287
13211,Morgan County,Georgia,406099.4143923695
13213,Murray County,Georgia,211480.40691344722
13215,Muscogee County,Georgia,154644.29294832365
13217,Newton County,Georgia,289676.63547630014
13219,Oconee County,Georgia,491255.30940886686
13221,Oglethorpe County,Georgia,274223.9116482246
13223,Paulding County,Georgia,336758.0940708167
13225,Peach County,Georgia,206099.477217828
13227,Pickens County,Georgia,352851.8072278499
13229,Pierce County,Georgia,166130.09319239945
13231,Pike County,Georgia,329621.5119429462
13233,Polk County,Georgia,199335.60011712438
13235,Pulaski County,Georgia,150494.806792738
13237,Putnam County,Georgia,375472.31702294474
13239,Quitman County,Georgia,108708.44052672706
13241,Rabun County,Georgia,364336.5192139326
13243,Randolph County,Georgia,79561.3462821385
13245,Richmond County,Georgia,171958.4382423758
13247,Rockdale County,Georgia,305193.96326697123
13249,Schley County,Georgia,153621.89117452814
13251,Screven County,Georgia,159176.12570469448
13253,Seminole County,Georgia,119904.82667282921
13255,Spalding County,Georgia,226552.0391076804
13257,Stephens County,Georgia,197603.4246363469
13259,Stewart County,Georgia,67546.06262449671
13261,Sumter County,Georgia,113823.07832982531
13263,Talbot County,Georgia,152114.7647926392
13265,Taliaferro County,Georgia,149875.8158835427
13267,Tattnall County,Georgia,167878.31260740157
13269,Taylor County,Georgia,136397.9588685076
13271,Telfair County,Georgia,110196.9784653401
13273,Terrell County,Georgia,101182.82809538046
13275,Thomas County,Georgia,194340.056437059
13277,Tift County,Georgia,180767.83579632384
13279,Toombs County,Georgia,149965.28667157682
13281,Towns County,Georgia,368053.2666810903
13283,Treutlen County,Georgia,113827.18063648003
13285,Troup County,Georgia,199343.3489538443
13287,Turner County,Georgia,117117.63632065244
13289,Twiggs County,Georgia,94865.88399893449
13291,Union County,Georgia,348468.6439577926
13293,Upson County,Georgia,159091.7955197819
13295,Walker County,Georgia,208882.562077574
13297,Walton County,Georgia,359979.3055013088
13299,Ware County,Georgia,122596.86522835435
13301,Warren County,Georgia,100005.01321715942
13303,Washington County,Georgia,126374.05638999981
13305,Wayne County,Georgia,180658.9941601243
13307,Webster County,Georgia,131228.492113388
13309,Wheeler County,Georgia,118748.205540905
13311,White County,Georgia,312882.30222789524
13313,Whitfield County,Georgia,217784.69281761567
13315,Wilcox County,Georgia,119017.49690579412
13317,Wilkes County,Georgia,146833.4169344436
13319,Wilkinson County,Georgia,112013.08077324294
13321,Worth County,Georgia,144643.67382102073
15001,Hawaii County,Hawaii,549222.8624386683
15003,Honolulu County,Hawaii,847441.9184927447
15005,Kalawao County,Hawaii,
15007,Kauai County,Hawaii,929615.0256051159
15009,Maui County,Hawaii,1001273.3758215723
16001,Ada County,Idaho,489714.10977749754
16003,Adams County,Idaho,456343.59860629746
16005,Bannock County,Idaho,320237.1948626076
16007,Bear Lake County,Idaho,362863.9320117296
16009,Benewah County,Idaho,320433.78865936364
16011,Bingham County,Idaho,337802.3884087947
16013,Blaine County,Idaho,895207.0333952984
16015,Boise County,Idaho,410531.17786920903
16017,Bonner County,Idaho,597796.8584440176
16019,Bonneville County,Idaho,369438.56956247747
16021,Boundary County,Idaho,447328.0168562304
16023,Butte County,Idaho,
16025,Camas County,Idaho,332795.5844051472
16027,Canyon County,Idaho,388368.83069368947
16029,Caribou County,Idaho,283552.51320475247
16031,Cassia County,Idaho,313389.8601076105
16033,Clark County,Idaho,219437.37551897383
16035,Clearwater County,Idaho,283022.54730241274
16037,Custer County,Idaho,311195.20438875875
16039,Elmore County,Idaho,317453.37423050136
16041,Franklin County,Idaho,398755.9933420874
16043,Fremont County,Idaho,411109.45926103793
16045,Gem County,Idaho,429252.04648154316
16047,Gooding County,Idaho,309283.51245048014
16049,Idaho County,Idaho,313034.5081650061
16051,Jefferson County,Idaho,433345.966990374
16053,Jerome County,Idaho,347982.3505365857
16055,Kootenai County,Idaho,547383.2100186794
16057,Latah County,Idaho,427036.464922884
16059,Lemhi County,Idaho,357878.5349494203
16061,Lewis County,Idaho,247089.47805228326
16063,Lincoln County,Idaho,282277.06641261565
16065,Madison County,Idaho,393835.2819813285
16067,Minidoka County,Idaho,286611.84424234583
16069,Nez Perce County,Idaho,351985.51512742863
16071,Oneida County,Idaho,298563.6680368292
16073,Owyhee County,Idaho,386035.10202740977
16075,Payette County,Idaho,414148.1760269453
16077,Power County,Idaho,272221.12124700047
16079,Shoshone County,Idaho,264523.3686843812
16081,Teton County,Idaho,781514.3284750985
16083,Twin Falls County,Idaho,342003.5052192575
16085,Valley County,Idaho,645657.3817641044
16087,Washington County,Idaho,318490.5794814158
17001,Adams County,Illinois,171791.42117941924
17003,Alexander County,Illinois,49089.619986743
17005,Bond County,Illinois,142236.52929320434
17007,Boone County,Illinois,227040.86884933314
17009,Brown County,Illinois,128152.07801663327
17011,Bureau County,Illinois,120177.90163520421
17013,Calhoun County,Illinois,156555.62446413405
17015,Carroll County,Illinois,123145.27041006753
17017,Cass County,Illinois,81673.31932490591
17019,Champaign County,Illinois,191011.74057526002
17021,Christian County,Illinois,98908.9873462296
17023,Clark County,Illinois,127429.66531945865
17025,Clay County,Illinois,96296.48151411761
17027,Clinton County,Illinois,185326.32534174295
17029,Coles County,Illinois,114151.18300931039
17031,Cook County,Illinois,285325.1279625999
17033,Crawford County,Illinois,110973.09771576594
17035,Cumberland County,Illinois,139641.43963822714
17037,DeKalb County,Illinois,238962.82477508057
17039,De Witt County,Illinois,119647.16395159053
17041,Douglas County,Illinois,122133.33237455085
17043,DuPage County,Illinois,365704.672689141
17045,Edgar County,Illinois,87857.08803281783
17047,Edwards County,Illinois,91760.31350151681
17049,Effingham County,Illinois,202439.93718876588
17051,Fayette County,Illinois,132883.2108617388
17053,Ford County,Illinois,123447.22360269475
17055,Franklin County,Illinois,96047.18339707825
17057,Fulton County,Illinois,97436.22974001721
17059,Gallatin County,Illinois,72898.57670911383
17061,Greene County,Illinois,90317.23328376874
17063,Grundy County,Illinois,269862.01201642613
17065,Hamilton County,Illinois,109836.01404402535
17067,Hancock County,Illinois,95861.82975455989
17069,Hardin County,Illinois,97491.5915201551
17071,Henderson County,Illinois,101986.04496311357
17073,Henry County,Illinois,141955.4247697464
17075,Iroquois County,Illinois,126270.71498957161
17077,Jackson County,Illinois,104696.54402078221
17079,Jasper County,Illinois,147485.4465532021
17081,Jefferson County,Illinois,112455.55226264686
17083,Jersey County,Illinois,173216.59746856723
